NCM,CO_PAIS,vl_fob_total,kg_liq_total,ISO3
90303990,249,191808,802,USA
90303990,253,25,1,ETH
90303990,267,13024,120,PHL
90303990,271,18666,62,FIN
90303990,275,12687,79,FRA
90303990,281,1158,1,GAB
90303990,285,149,2,GMB
90303990,289,2555,39,GHA
90303990,301,1312,7,GRC
90303990,317,26653,102,GTM
90303990,334,120,2,GNB
90303990,345,9249,87,HND
90303990,355,1330,36,HUN
90303990,361,112069,593,IND
90303990,365,109462,454,IDN
90303990,369,199,25,IRQ
90303990,375,1350,2,IRL
90303990,383,4050,34,ISR
90303990,386,20920,71,ITA
90303990,399,7728,10,JPN
90303990,40,62222,185,AGO
90303990,403,321,1,JOR
90303990,411,33,1,KIR
90303990,43,17,1,ATG
90303990,431,315,1,LBN
90303990,434,699,7,LBR
90303990,455,1524,8,MYS
90303990,467,209,2,MLT
90303990,476,769,2,MHL
90303990,485,475,1,MUS
90303990,493,26770,197,MEX
90303990,505,2342,40,MOZ
90303990,521,1124,23,NIC
90303990,528,1403,42,NGA
90303990,53,7262,57,SAU
90303990,538,16,1,NOR
90303990,545,876,10,PNG
90303990,548,3911,33,NZL
90303990,556,4494,40,OMN
90303990,573,26022,30,NLD
90303990,576,15689,93,PAK
90303990,580,35613,212,PAN
90303990,586,107900,696,PRY
90303990,589,197491,833,PER
90303990,603,1726,7,POL
90303990,607,4504,33,PRT
90303990,611,1059,2,PRI
90303990,628,8245,11,GBR
90303990,63,236664,845,ARG
90303990,647,11353,68,DOM
90303990,670,64,19,ROU
90303990,676,1542,12,RUS
90303990,687,1865,5,SLV
90303990,69,25397,91,AUS
90303990,690,545,8,WSM
90303990,705,6,1,VCT
90303990,73,2265,2,AZE
90303990,741,8263,25,SGP
90303990,750,2142,12,LKA
90303990,756,66870,478,ZAF
90303990,767,1228,13,CHE
90303990,77,324,8,BHS
90303990,776,20622,119,THA
90303990,780,3463,12,TZA
90303990,791,2102,6,CZE
90303990,815,6368,42,TTO
90303990,827,7856,36,TUR
90303990,831,375,1,UKR
90303990,845,103378,481,URY
90303990,850,3041,26,VEN
90303990,858,16770,133,VNM
90303990,870,433,6,FJI
90303990,88,25,1,BLZ
90303990,888,588,6,COD
90303990,90,25,1,BMU
90303990,97,73596,198,BOL
90304030,160,15308,9,CHN
90304030,163,30,1,CYP
90304030,169,75693,55,COL
90304030,249,8962,24,USA
90304030,275,12742,14,FRA
90304030,386,1977,1,ITA
90304030,434,87,1,LBR
90304030,476,72,1,MHL
90304030,493,41509,51,MEX
90304030,586,10396,8,PRY
90304030,628,651,17,GBR
90304030,63,15276,15,ARG
90304030,741,42855,20,SGP
90304030,776,87888,60,THA
90304030,845,51,3,URY
90304090,149,18196,29,CAN
90304090,158,40794,45,CHL
90304090,160,38426,92,CHN
90304090,169,11534,16,COL
90304090,177,135,1,COG
90304090,190,2116,27,KOR
90304090,199,3063,32,CUB
90304090,239,20576,22,ECU
90304090,249,249853,342,USA
90304090,251,26678,42,EST
90304090,275,18092,49,FRA
90304090,331,208,18,GNQ
90304090,351,33112,139,HKG
90304090,355,2020,5,HUN
90304090,361,3615,17,IND
90304090,383,380,4,ISR
90304090,386,1233,32,ITA
90304090,399,29259,55,JPN
90304090,40,286,3,AGO
90304090,434,116,3,LBR
90304090,455,69475,64,MYS
90304090,476,64,19,MHL
90304090,493,116194,82,MEX
90304090,505,5969,6,MOZ
90304090,538,48,1,NOR
90304090,573,45,2,NLD
90304090,580,53,6,PAN
90304090,586,21502,25,PRY
90304090,589,1350,9,PER
90304090,628,2923,6,GBR
90304090,63,17741,25,ARG
90304090,687,285,1,SLV
90304090,741,19070,15,SGP
90304090,764,430,4,SWE
90304090,850,6346,49,VEN
90304090,97,10890,6,BOL
90308210,190,82500,45,KOR
90308210,23,18648,5,DEU
90308210,249,82864,157,USA
90308210,455,1837,1,MYS
90308210,573,322,11,NLD
90308210,63,20,1,ARG
90308210,670,2580,1,ROU
90308210,741,13500,16,SGP
90308290,267,1164,20,PHL
90308290,493,539,2,MEX
90308290,607,117,1,PRT
90308290,845,121,1,URY
90308410,160,476588,2155,CHN
90308410,163,325,4,CYP
90308410,190,100,1,KOR
90308410,23,101815,681,DEU
90308410,249,503478,2383,USA
90308410,251,479,15,EST
90308410,275,111,60,FRA
90308410,351,16500,440,HKG
90308410,355,378296,984,HUN
90308410,361,13991,94,IND
90308410,386,12993,24,ITA
90308410,399,18,3,JPN
90308410,455,75081,3818,MYS
90308410,467,99,1,MLT
90308410,493,483472,2393,MEX
90308410,628,93126,926,GBR
90308410,63,848,3,ARG
90308410,670,134154,492,ROU
90308410,741,167,2,SGP
90308410,764,1628,850,SWE
90308420,399,321,1,JPN
90308420,586,668,3,PRY
90308420,845,8689,38,URY
90308490,149,298583,211,CAN
90308490,158,59050,107,CHL
90308490,160,139716,158,CHN
90308490,161,124284,76,TWN
90308490,169,1083967,755,COL
90308490,177,1939,13,COG
90308490,190,238267,200,KOR
90308490,193,3230,11,CIV
90308490,23,159155,128,DEU
90308490,239,131166,100,ECU
90308490,240,5208,3,EGY
90308490,244,73230,55,ARE
90308490,245,531711,455,ESP
90308490,249,471224,636,USA
90308490,267,137682,111,PHL
90308490,271,94677,77,FIN
90308490,275,264955,229,FRA
90308490,301,8362,20,GRC
90308490,331,226,1,GNQ
90308490,345,859,1,HND
90308490,351,27382,28,HKG
90308490,361,919810,875,IND
90308490,365,137750,132,IDN
90308490,383,4465,6,ISR
90308490,386,34883,31,ITA
90308490,399,31987,22,JPN
90308490,40,23782,19,AGO
90308490,447,11513,9,MAC
90308490,455,23374,44,MYS
90308490,474,213088,156,MAR
90308490,476,2185,11,MHL
90308490,493,385986,324,MEX
90308490,505,28109,17,MOZ
90308490,53,96915,56,SAU
90308490,573,3865,3,NLD
90308490,580,24131,32,PAN
90308490,586,164688,116,PRY
90308490,589,873530,616,PER
90308490,603,234715,176,POL
90308490,607,99147,64,PRT
90308490,628,616367,546,GBR
90308490,63,353750,469,ARG
90308490,647,901,1,DOM
90308490,670,70347,46,ROU
90308490,676,97078,80,RUS
90308490,69,93468,58,AUS
90308490,72,26060,15,AUT
90308490,741,327335,279,SGP
90308490,756,5188,9,ZAF
90308490,764,7145,9,SWE
90308490,767,8021,4,CHE
90308490,776,31905,18,THA
90308490,827,125790,94,TUR
90308490,83,8840,11,BRB
90308490,845,47879,82,URY
90308490,858,296763,251,VNM
90308490,87,33491,37,BEL
90308490,88,1348,1,BLZ
90308490,97,3202,5,BOL
90308910,158,3260,14,CHL
90308910,196,1555,1,CRI
90308910,239,12320,4,ECU
90308910,249,8834,10,USA
90308910,275,1000,1,FRA
90308910,383,40,1,ISR
90308910,493,7569,7,MEX
90308910,607,5248,1,PRT
90308910,63,12469,6,ARG
90308910,756,7304,1,ZAF
90308910,776,62,4,THA
90308910,97,1020,3,BOL
90308920,161,1500,7,TWN
90308920,190,2240,27,KOR
90308920,23,45511,34,DEU
90308920,245,2153,4,ESP
90308920,249,40211,131,USA
90308920,331,1336,4,GNQ
90308920,40,1324,1,AGO
90308920,493,1331,6,MEX
90308920,573,1068,56,NLD
90308920,628,5430,8,GBR
90308920,63,10112,6,ARG
90308920,647,684,32,DOM
90308920,687,37900,14,SLV
90308920,87,10704,7,BEL
90308930,158,3820,13,CHL
90308930,160,1947,1,CHN
90308930,161,330,2,TWN
90308930,190,4520,14,KOR
90308930,199,94,1,CUB
90308930,23,7501,4,DEU
90308930,232,3977,7,DNK
90308930,239,3400,2,ECU
90308930,245,1348,4,ESP
90308930,249,49022,65,USA
90308930,271,350,2,FIN
90308930,275,800,3,FRA
90308930,351,660,4,HKG
90308930,361,4266,12,IND
90308930,365,775,3,IDN
90308930,386,330,2,ITA
90308930,399,16215,10,JPN
90308930,40,647,4,AGO
90308930,455,350,1,MYS
90308930,493,6105,14,MEX
90308930,548,773,3,NZL
90308930,573,350,1,NLD
90308930,586,330,2,PRY
90308930,603,800,2,POL
90308930,607,330,2,PRT
90308930,628,1520,6,GBR
90308930,63,2479,5,ARG
90308930,69,350,2,AUS
90308930,737,580,1,SRB
90308930,741,87,7,SGP
90308930,756,360,2,ZAF
90308930,764,1350,4,SWE
90308930,767,375,5,CHE
90308930,81,350,2,BGD
90308930,827,2710,6,TUR
90308930,831,12,1,UKR
90308930,845,500,2,URY
90308930,97,384,2,BOL
90308940,161,134,4,TWN
90308940,169,8,1,COL
90308940,177,332,2,COG
90308940,239,135,1,ECU
90308940,249,231,6,USA
90308940,331,191,1,GNQ
90308940,40,588,3,AGO
90308940,586,1058,15,PRY
90308940,589,144,3,PER
90308940,647,99,5,DOM
90308940,670,154,1,ROU
90308990,145,1800,6,CMR
90308990,149,18430,54,CAN
90308990,158,187398,677,CHL
90308990,160,15964,111,CHN
90308990,161,5664,12,TWN
90308990,169,57452,210,COL
90308990,177,699,2,COG
90308990,190,10267,17,KOR
90308990,193,370,1,CIV
90308990,196,19182,60,CRI
90308990,199,17765,58,CUB
90308990,200,565,27,CUW
90308990,229,1021,8,BEN
90308990,23,30975,73,DEU
90308990,232,600,2,DNK
90308990,239,121949,384,ECU
90308990,240,396,1,EGY
90308990,244,5167,36,ARE
90308990,245,20009,50,ESP
90308990,249,289127,856,USA
90308990,253,866,1,ETH
90308990,271,6671,22,FIN
90308990,275,46778,68,FRA
90308990,289,2699,15,GHA
90308990,297,2100,5,GRD
90308990,309,8762,24,GLP
90308990,317,69887,203,GTM
90308990,329,358,1,GIN
90308990,331,17455,23,GNQ
90308990,337,530,2,GUY
90308990,341,2400,4,HTI
90308990,345,23473,101,HND
90308990,351,6363,11,HKG
90308990,361,4133,44,IND
90308990,386,12534,34,ITA
90308990,40,49779,167,AGO
90308990,434,19,2,LBR
90308990,455,12236,34,MYS
90308990,464,6800,4,MLI
90308990,467,25,1,MLT
90308990,47,522,3,ANT
90308990,477,12133,19,MTQ
90308990,493,120147,408,MEX
90308990,505,2193,12,MOZ
90308990,521,5135,45,NIC
90308990,528,13,2,NGA
90308990,53,843,1,SAU
90308990,538,6009,16,NOR
90308990,548,915,3,NZL
90308990,573,28445,61,NLD
90308990,576,7427,18,PAK
90308990,580,12745,40,PAN
90308990,586,121173,375,PRY
90308990,589,179307,430,PER
90308990,603,2894,12,POL
90308990,607,4378,25,PRT
90308990,611,10736,35,PRI
90308990,623,339,4,KEN
90308990,628,49084,63,GBR
90308990,63,184938,375,ARG
90308990,647,38024,113,DOM
90308990,65,135,1,ABW
90308990,670,499,1,ROU
90308990,675,40,1,RWA
90308990,676,9143,8,RUS
90308990,687,43017,214,SLV
90308990,69,1564,9,AUS
90308990,741,5725,16,SGP
90308990,756,3667,18,ZAF
90308990,764,850,2,SWE
90308990,767,19550,48,CHE
90308990,770,387,1,SUR
90308990,780,228,2,TZA
90308990,815,3281,9,TTO
90308990,827,482,4,TUR
90308990,831,9,1,UKR
90308990,845,77228,453,URY
90308990,850,8504,26,VEN
90308990,858,1318,10,VNM
90308990,866,2243,3,VIR
90308990,87,3449,37,BEL
90308990,88,2573,2,BLZ
90308990,97,40521,199,BOL
90309010,158,1620,4,CHL
90309010,169,1918,4,COL
90309010,239,4179,3,ECU
90309010,240,10151,6,EGY
90309010,244,9075,16,ARE
90309010,245,1698,1,ESP
90309010,249,19441,24,USA
90309010,317,1330,1,GTM
90309010,361,256,8,IND
90309010,474,800,1,MAR
90309010,493,3092,4,MEX
90309010,53,5613,7,SAU
90309010,576,89,1,PAK
90309010,586,1198,8,PRY
90309010,589,560,8,PER
90309010,59,784,3,DZA
90309010,603,514,1,POL
90309010,607,948,1,PRT
90309010,63,14226,31,ARG
90309010,64,1232,2,ARM
90309010,687,594,7,SLV
90309010,73,662,3,AZE
90309010,737,10,1,SRB
90309010,756,579,1,ZAF
90309010,827,6189,6,TUR
90309010,890,110,2,ZMB
90309010,97,1210,4,BOL
90309090,111,596,12,BGR
90309090,149,4150,22,CAN
90309090,153,900,1,KAZ
90309090,158,36178,260,CHL
90309090,160,68614,71,CHN
90309090,161,8662,30,TWN
90309090,163,50,2,CYP
90309090,169,63143,170,COL
90309090,177,167,29,COG
90309090,190,88418,178,KOR
90309090,193,174,2,CIV
90309090,196,2701,13,CRI
90309090,198,7267,11,KWT
90309090,23,82548,300,DEU
90309090,232,12225,6,DNK
90309090,239,15087,84,ECU
90309090,240,6442,25,EGY
90309090,244,10052,13,ARE
90309090,245,25966,294,ESP
90309090,249,559305,2228,USA
90309090,251,9359,42,EST
90309090,267,2662,2,PHL
90309090,275,26208,201,FRA
90309090,317,1357,9,GTM
90309090,337,362,3,GUY
90309090,345,814,5,HND
90309090,351,51557,59,HKG
90309090,355,5320,10,HUN
90309090,361,118621,211,IND
90309090,365,22689,44,IDN
90309090,375,143,1,IRL
90309090,383,5819,5,ISR
90309090,386,6983,42,ITA
90309090,399,75083,80,JPN
90309090,40,54969,124,AGO
90309090,434,41,1,LBR
90309090,455,65770,147,MYS
90309090,476,72,1,MHL
90309090,493,62951,285,MEX
90309090,505,617,3,MOZ
90309090,521,299,3,NIC
90309090,53,7560,19,SAU
90309090,538,22984,35,NOR
90309090,556,5043,5,OMN
90309090,573,38861,26,NLD
90309090,580,1943,14,PAN
90309090,586,71455,326,PRY
90309090,589,106870,366,PER
90309090,603,2496,10,POL
90309090,607,10694,30,PRT
90309090,628,27503,79,GBR
90309090,63,265993,466,ARG
90309090,647,226,4,DOM
90309090,670,3239,3,ROU
90309090,676,12716,55,RUS
90309090,687,282,3,SLV
90309090,69,147269,268,AUS
90309090,741,64347,74,SGP
90309090,756,4573,46,ZAF
90309090,764,2376,45,SWE
90309090,767,1779,1,CHE
90309090,776,8184,100,THA
90309090,815,12251,8,TTO
90309090,824,2044,2,TKM
90309090,827,5080,78,TUR
90309090,83,116,1,BRB
90309090,831,955,1,UKR
90309090,845,21890,144,URY
90309090,85,1,1,BLR
90309090,850,283,2,VEN
90309090,858,9469,35,VNM
90309090,90,75,1,BMU
90309090,97,13487,67,BOL
90311000,149,18591,565,CAN
90311000,158,63198,893,CHL
90311000,160,18712,134,CHN
90311000,169,11129,514,COL
90311000,177,11745,187,COG
90311000,23,51647,518,DEU
90311000,239,27610,901,ECU
90311000,245,8265,39,ESP
90311000,249,74342,411,USA
90311000,289,1427,7,GHA
90311000,301,450,98,GRC
90311000,317,36416,1236,GTM
90311000,325,1136,10,GUF
90311000,383,2690,131,ISR
90311000,386,4121,5,ITA
90311000,40,14763,535,AGO
90311000,464,13010,50,MLI
90311000,493,27060,1016,MEX
90311000,538,3968,13,NOR
90311000,586,123782,6492,PRY
90311000,589,22211,655,PER
90311000,628,1065,2,GBR
90311000,63,42526,543,ARG
90311000,647,31849,1873,DOM
90311000,69,956,7,AUS
90311000,845,5000,197,URY
90311000,850,48349,860,VEN
90311000,87,1800,5,BEL
90311000,97,4244,111,BOL
90312010,158,14979,120,CHL
90312010,160,18964,507,CHN
90312010,169,1302,33,COL
90312010,196,15501,552,CRI
90312010,239,16002,594,ECU
90312010,244,60,1,ARE
90312010,249,132213,2043,USA
90312010,289,740,10,GHA
90312010,317,40344,377,GTM
90312010,493,44978,1202,MEX
90312010,521,1000,9,NIC
90312010,580,3450,21,PAN
90312010,586,17057,150,PRY
90312010,589,42951,611,PER
90312010,63,2149,13,ARG
90312010,647,3150,12,DOM
90312010,687,13546,550,SLV
90312010,845,1424,15,URY
90312010,850,1979,12,VEN
90312010,97,4618,225,BOL
90312090,111,5059,39,BGR
90312090,149,6159,802,CAN
90312090,158,1096673,20365,CHL
90312090,160,278770,2480,CHN
90312090,161,364,38,TWN
90312090,169,441788,6945,COL
90312090,177,62,12,COG
90312090,190,6832,141,KOR
90312090,196,7731,399,CRI
90312090,23,78616,2041,DEU
90312090,239,161834,5730,ECU
90312090,244,124633,1733,ARE
90312090,245,32267,130,ESP
90312090,249,704106,4630,USA
90312090,267,54657,544,PHL
90312090,275,27781,550,FRA
90312090,301,2601,221,GRC
90312090,317,135264,2347,GTM
90312090,345,2800,185,HND
90312090,361,133248,1767,IND
90312090,365,1157,10,IDN
90312090,383,90000,472,ISR
90312090,386,113012,2011,ITA
90312090,399,21900,227,JPN
90312090,40,174360,2098,AGO
90312090,447,2068,17,MAC
90312090,455,4227,330,MYS
90312090,458,5860,80,MWI
90312090,474,5299,77,MAR
90312090,476,99,2,MHL
90312090,493,612692,7498,MEX
90312090,505,59813,832,MOZ
90312090,53,103177,215,SAU
90312090,538,2194,268,NOR
90312090,580,76985,1456,PAN
90312090,586,944270,10965,PRY
90312090,589,954008,11667,PER
90312090,603,21662,330,POL
90312090,607,13353,50,PRT
90312090,628,266607,563,GBR
90312090,63,2480722,26378,ARG
90312090,647,55500,1207,DOM
90312090,670,2622,12,ROU
90312090,687,25719,729,SLV
90312090,69,41109,635,AUS
90312090,741,37991,428,SGP
90312090,750,11986,118,LKA
90312090,756,10553,90,ZAF
90312090,776,7050,187,THA
90312090,780,1172,15,TZA
90312090,815,55,1,TTO
90312090,820,65,4,TUN
90312090,824,60103,544,TKM
90312090,827,26233,484,TUR
90312090,831,39303,344,UKR
90312090,845,135825,1434,URY
90312090,850,16039,530,VEN
90312090,858,17300,301,VNM
90312090,87,29936,635,BEL
90312090,890,3162,42,ZMB
90312090,97,307085,6340,BOL
90314920,23,80,4,DEU
90314920,586,9047,825,PRY
90314990,149,60397,115,CAN
90314990,158,265839,506,CHL
90314990,160,33950,148,CHN
90314990,161,3500,9,TWN
90314990,169,198740,273,COL
90314990,190,33818,96,KOR
90314990,196,7013,31,CRI
90314990,199,5184,11,CUB
90314990,23,542187,637,DEU
90314990,232,40041,111,DNK
90314990,239,145607,275,ECU
90314990,244,2139,11,ARE
90314990,245,13914,21,ESP
90314990,249,581795,866,USA
90314990,267,20405,11,PHL
90314990,275,38784,73,FRA
90314990,317,24098,61,GTM
90314990,337,401,2,GUY
90314990,345,18200,4,HND
90314990,351,312,15,HKG
90314990,361,178232,52,IND
90314990,365,485,3,IDN
90314990,369,2000,2,IRQ
90314990,372,180,13,IRN
90314990,375,4405,4,IRL
90314990,383,150,4,ISR
90314990,386,112745,227,ITA
90314990,391,10000,25,JAM
90314990,399,35653,84,JPN
90314990,40,30636,27,AGO
90314990,434,318,1,LBR
90314990,455,6128,7,MYS
90314990,488,19296,11,MRT
90314990,493,139633,297,MEX
90314990,505,12270,12,MOZ
90314990,521,65,1,NIC
90314990,538,10513,3,NOR
90314990,573,39751,52,NLD
90314990,580,32278,65,PAN
90314990,586,130801,625,PRY
90314990,589,254039,355,PER
90314990,607,8532,7,PRT
90314990,628,113037,177,GBR
90314990,63,680730,962,ARG
90314990,647,13167,20,DOM
90314990,676,4032,31,RUS
90314990,687,61427,142,SLV
90314990,72,126602,34,AUT
90314990,728,1955,4,SEN
90314990,741,30134,67,SGP
90314990,756,270,32,ZAF
90314990,764,2800,4,SWE
90314990,767,19942,13,CHE
90314990,776,729,1,THA
90314990,791,12000,3,CZE
90314990,815,65,1,TTO
90314990,824,38663,11,TKM
90314990,845,27889,172,URY
90314990,850,10449,29,VEN
90314990,87,42996,89,BEL
90314990,97,100814,381,BOL
90318011,153,75,1,KAZ
90318011,158,3438,32,CHL
90318011,169,9307,56,COL
90318011,190,1304,10,KOR
90318011,23,886,3,DEU
90318011,239,940,10,ECU
90318011,240,846,5,EGY
90318011,245,866,8,ESP
90318011,249,4589,39,USA
90318011,275,925,5,FRA
90318011,345,608,5,HND
90318011,361,7738,60,IND
90318011,369,419,3,IRQ
90318011,383,4078,28,ISR
90318011,386,341,2,ITA
90318011,40,486,8,AGO
90318011,474,304,4,MAR
90318011,493,8696,59,MEX
90318011,580,492,5,PAN
90318011,586,19013,150,PRY
90318011,589,8871,70,PER
90318011,603,1200,10,POL
90318011,607,1004,8,PRT
90318011,63,7651,42,ARG
90318011,64,879,7,ARM
90318011,647,3250,17,DOM
90318011,687,214,2,SLV
90318011,827,1139,10,TUR
90318011,845,573,7,URY
90318011,847,898,6,UZB
90318011,850,75,1,VEN
90318011,858,4417,31,VNM
90318011,97,1053,8,BOL
90318012,158,9062,9,CHL
90318012,169,17423,57,COL
90318012,23,3067,30,DEU
90318012,239,1728,1,ECU
90318012,249,1553,9,USA
90318012,361,4550,5,IND
90318012,399,11642,13,JPN
90318012,40,1992,2,AGO
90318012,493,1546,6,MEX
90318012,538,985,4,NOR
90318012,548,1659,1,NZL
90318012,586,1082,1,PRY
90318012,589,7736,6,PER
90318012,63,5948,53,ARG
90318012,845,5287,11,URY
90318012,850,4204,2,VEN
90318020,111,148598,228,BGR
90318020,149,604021,13573,CAN
90318020,153,25003,17,KAZ
90318020,158,396182,2446,CHL
90318020,160,151884,12861,CHN
90318020,161,143300,14881,TWN
90318020,169,641458,5513,COL
90318020,190,72789,91,KOR
90318020,196,7650,340,CRI
90318020,23,367486,13192,DEU
90318020,232,1107,42,DNK
90318020,239,214350,930,ECU
90318020,244,178205,169,ARE
90318020,245,29285,22,ESP
90318020,246,23359,22,SVN
90318020,249,2945690,93045,USA
90318020,275,272226,197,FRA
90318020,351,5872,3,HKG
90318020,361,376247,14585,IND
90318020,365,22500,12,IDN
90318020,383,20520,19,ISR
90318020,386,25656,16,ITA
90318020,399,701042,65976,JPN
90318020,40,95,2,AGO
90318020,427,43127,24,LVA
90318020,467,17124,31,MLT
90318020,474,22740,11,MAR
90318020,493,1054600,33912,MEX
90318020,528,36788,63,NGA
90318020,53,500531,1680,SAU
90318020,538,39645,33,NOR
90318020,548,140400,113,NZL
90318020,573,461840,47717,NLD
90318020,580,55,1,PAN
90318020,586,69072,2125,PRY
90318020,589,341199,405,PER
90318020,603,203796,146,POL
90318020,607,105250,71,PRT
90318020,628,166812,522,GBR
90318020,63,1572878,13772,ARG
90318020,647,554,75,DOM
90318020,670,61140,52,ROU
90318020,676,850,2,RUS
90318020,69,51900,35,AUS
90318020,72,1976,6,AUT
90318020,73,46051,52,AZE
90318020,741,193397,13728,SGP
90318020,756,288478,1521,ZAF
90318020,767,51299,28,CHE
90318020,827,254836,137,TUR
90318020,845,54415,2039,URY
90318020,850,18822,557,VEN
90318020,87,82687,55,BEL
90318020,97,108,5,BOL
90318030,158,1743,17,CHL
90318030,160,51392,167,CHN
90318030,169,11768,24,COL
90318030,195,20,2,HRV
90318030,23,17193,73,DEU
90318030,249,357792,978,USA
90318030,271,97,12,FIN
90318030,275,234263,723,FRA
90318030,40,7,1,AGO
90318030,434,517,12,LBR
90318030,467,12,3,MLT
90318030,476,151,4,MHL
90318030,493,55886,79,MEX
90318030,497,2361,2,MNG
90318030,573,968,1,NLD
90318030,586,40,1,PRY
90318030,589,570,2,PER
90318030,603,381,3,POL
90318030,628,25008,70,GBR
90318030,63,9375,17,ARG
90318030,687,27406,67,SLV
90318030,69,286,1,AUS
90318030,741,81693,274,SGP
90318030,756,26883,33,ZAF
90318030,87,15646,23,BEL
90318030,97,502,1,BOL
90318040,101,1276,2,BWA
90318040,153,2366,12,KAZ
90318040,158,274093,469,CHL
90318040,160,7423,18,CHN
90318040,163,152,1,CYP
90318040,169,138032,232,COL
90318040,196,13270,54,CRI
90318040,199,995,1,CUB
90318040,200,1000,1,CUW
90318040,23,2829,9,DEU
90318040,239,11377,30,ECU
90318040,247,103,1,SVK
90318040,249,22548,74,USA
90318040,271,499,6,FIN
90318040,275,8938,17,FRA
90318040,317,17468,37,GTM
90318040,337,602,1,GUY
90318040,345,5900,19,HND
90318040,361,2936,16,IND
90318040,365,2283,2,IDN
90318040,386,8750,57,ITA
90318040,399,5188,30,JPN
90318040,40,4158,9,AGO
90318040,427,570,3,LVA
90318040,442,1781,8,LTU
90318040,455,2566,4,MYS
90318040,467,1184,5,MLT
90318040,47,3250,9,ANT
90318040,493,84167,380,MEX
90318040,521,280,1,NIC
90318040,580,4466,13,PAN
90318040,586,19982,82,PRY
90318040,589,137722,314,PER
90318040,628,8159,19,GBR
90318040,63,240496,668,ARG
90318040,647,20810,30,DOM
90318040,670,437,40,ROU
90318040,676,22025,93,RUS
90318040,687,1000,8,SLV
90318040,69,1558,6,AUS
90318040,731,141,1,SYC
90318040,756,59169,309,ZAF
90318040,764,16529,36,SWE
90318040,815,988,1,TTO
90318040,827,504,7,TUR
90318040,831,3280,14,UKR
90318040,845,34832,71,URY
90318040,850,34637,79,VEN
90318040,87,673,2,BEL
90318040,890,1660,7,ZMB
90318040,97,10271,46,BOL
90318050,158,1783,20,CHL
90318050,169,1323,4,COL
90318050,249,119671,202,USA
90318050,586,11034,94,PRY
90318050,589,1017,5,PER
90318050,63,69565,604,ARG
90318050,767,4332,38,CHE
90318050,776,20000,425,THA
90318050,81,24900,275,BGD
90318050,97,3042,22,BOL
90318060,108,1494,10,BRN
90318060,111,1359,6,BGR
90318060,127,777,1,CPV
90318060,137,654,1,CYM
90318060,145,1187,4,CMR
90318060,149,2699,11,CAN
90318060,158,60616,292,CHL
90318060,160,11400,34,CHN
90318060,169,116237,654,COL
90318060,177,3455,22,COG
90318060,193,270,1,CIV
90318060,196,20097,103,CRI
90318060,199,1090,11,CUB
90318060,229,1722,6,BEN
90318060,23,56723,137,DEU
90318060,232,2461,11,DNK
90318060,239,28535,191,ECU
90318060,240,2584,7,EGY
90318060,244,9632,43,ARE
90318060,245,8571,48,ESP
90318060,246,125,1,SVN
90318060,249,89268,524,USA
90318060,253,3328,30,ETH
90318060,271,2767,22,FIN
90318060,275,15045,70,FRA
90318060,289,12062,100,GHA
90318060,317,29622,150,GTM
90318060,329,362,1,GIN
90318060,331,16912,47,GNQ
90318060,337,6535,16,GUY
90318060,341,17027,32,HTI
90318060,345,12716,100,HND
90318060,361,9066,64,IND
90318060,383,951,13,ISR
90318060,386,6605,16,ITA
90318060,391,312,3,JAM
90318060,399,9429,24,JPN
90318060,40,40886,174,AGO
90318060,43,842,1,ATG
90318060,431,3500,11,LBN
90318060,455,6048,38,MYS
90318060,474,420,5,MAR
90318060,493,83052,373,MEX
90318060,507,346,15,NAM
90318060,521,10952,58,NIC
90318060,528,13834,40,NGA
90318060,53,14186,58,SAU
90318060,538,1292,6,NOR
90318060,548,716,6,NZL
90318060,573,4843,13,NLD
90318060,580,35972,203,PAN
90318060,586,145365,837,PRY
90318060,589,187146,623,PER
90318060,59,3359,33,DZA
90318060,607,27178,72,PRT
90318060,628,7246,45,GBR
90318060,63,145256,596,ARG
90318060,64,533,32,ARM
90318060,647,24249,146,DOM
90318060,676,3594,7,RUS
90318060,687,19648,45,SLV
90318060,69,2754,34,AUS
90318060,705,1185,3,VCT
90318060,715,43,1,LCA
90318060,741,13317,45,SGP
90318060,756,4563,27,ZAF
90318060,759,1672,20,SDN
90318060,764,4182,15,SWE
90318060,767,5710,27,CHE
90318060,770,2880,14,SUR
90318060,776,896,7,THA
90318060,800,1953,16,TGO
90318060,815,816,4,TTO
90318060,83,800,1,BRB
90318060,845,42598,301,URY
90318060,850,11907,101,VEN
90318060,858,9465,36,VNM
90318060,87,1316,6,BEL
90318060,88,2575,9,BLZ
90318060,97,70935,404,BOL
90318091,158,1890,6,CHL
90318091,160,120,12,CHN
90318091,169,308,4,COL
90318091,196,3809,39,CRI
90318091,199,201,11,CUB
90318091,23,3033,20,DEU
90318091,239,34,2,ECU
90318091,249,15466,43,USA
90318091,267,113,4,PHL
90318091,345,559,1,HND
90318091,361,4069,5,IND
90318091,493,351,16,MEX
90318091,580,497,2,PAN
90318091,586,294,4,PRY
90318091,589,959,9,PER
90318091,628,4081,6,GBR
90318091,63,25458,28,ARG
90318091,687,909,2,SLV
90318091,741,1780,33,SGP
90318091,820,3991,9,TUN
90318091,845,363,3,URY
90318091,850,397,28,VEN
90318091,87,1892,11,BEL
90318091,97,1545,7,BOL
90318099,101,2054,2,BWA
90318099,111,12770,53,BGR
90318099,127,9248,180,CPV
90318099,137,2854,2,CYM
